org_name	ncbi_link	repr
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/005/985/GCA_001005985.1_ASM100598v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/065/GCA_001027065.1_ASM102706v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/085/GCA_001027085.1_ASM102708v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/125/GCA_001027125.1_ASM102712v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/165/GCA_001027165.1_ASM102716v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/205/GCA_001027205.1_ASM102720v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/245/GCA_001027245.1_ASM102724v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/715/GCA_001047715.1_ASM104771v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/025/GCA_001188025.2_ASM118802v2	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/655/GCA_001188655.1_ASM118865v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/845/GCA_001454845.1_ASM145484v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/865/GCA_001454865.1_ASM145486v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/885/GCA_001454885.1_ASM145488v1	False
Listeria monocytogenes ATCC 19117	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/905/GCA_001454905.1_ASM145490v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/925/GCA_001454925.1_ASM145492v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/405/GCA_001483405.1_ASM148340v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/425/GCA_001483425.1_ASM148342v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/445/GCA_001483445.1_ASM148344v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/513/695/GCA_001513695.1_ASM151369v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/585/GCA_001548585.1_ASM154858v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/635/GCA_001548635.1_ASM154863v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/551/855/GCA_001551855.1_ASM155185v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/596/775/GCA_001596775.2_ASM159677v2	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/625/GCA_001644625.1_ASM164462v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/335/GCA_001908335.1_ASM190833v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/195/GCA_001913195.1_ASM191319v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/735/GCA_001952735.1_ASM195273v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/755/GCA_001952755.1_ASM195275v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/775/GCA_001952775.1_ASM195277v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/795/GCA_001952795.1_ASM195279v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/998/915/GCA_001998915.1_ASM199891v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/998/945/GCA_001998945.1_ASM199894v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/998/985/GCA_001998985.1_ASM199898v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/005/GCA_001999005.1_ASM199900v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/025/GCA_001999025.1_ASM199902v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/045/GCA_001999045.1_ASM199904v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/065/GCA_001999065.1_ASM199906v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/085/GCA_001999085.1_ASM199908v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/105/GCA_001999105.1_ASM199910v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/125/GCA_001999125.1_ASM199912v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/145/GCA_001999145.1_ASM199914v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/165/GCA_001999165.1_ASM199916v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/043/045/GCA_002043045.1_ASM204304v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/101/275/GCA_002101275.1_ASM210127v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/615/GCA_002105615.1_ASM210561v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/635/GCA_002105635.1_ASM210563v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/655/GCA_002105655.1_ASM210565v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/675/GCA_002105675.1_ASM210567v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/695/GCA_002105695.1_ASM210569v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/715/GCA_002105715.1_ASM210571v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/215/GCA_002208215.1_ASM220821v1	False
Listeria monocytogenes serotype 4b str. 02-6679	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/505/GCA_002213505.1_ASM221350v1	False
Listeria monocytogenes serotype 1/2a str. 02-5993	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/545/GCA_002213545.1_ASM221354v1	False
Listeria monocytogenes serotype 1/2a str. 04-5457	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/565/GCA_002213565.1_ASM221356v1	False
Listeria monocytogenes serotype 1/2a str. 08-6056	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/585/GCA_002213585.1_ASM221358v1	False
Listeria monocytogenes serotype 1/2a str. 08-7374	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/605/GCA_002213605.1_ASM221360v1	False
Listeria monocytogenes serotype 1/2a str. 08-7669	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/625/GCA_002213625.1_ASM221362v1	False
Listeria monocytogenes serotype 1/2a str. 10-1046	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/645/GCA_002213645.1_ASM221364v1	False
Listeria monocytogenes serotype 1/2a str. 10-1321	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/665/GCA_002213665.1_ASM221366v1	False
Listeria monocytogenes serotype 1/2a str. 95-0093	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/685/GCA_002213685.1_ASM221368v1	False
Listeria monocytogenes serotype 1/2a str. 98-2035	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/705/GCA_002213705.1_ASM221370v1	False
Listeria monocytogenes serotype 1/2a str. 99-6370	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/725/GCA_002213725.1_ASM221372v1	False
Listeria monocytogenes serotype 1/2c str. 10-5025	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/745/GCA_002213745.1_ASM221374v1	False
Listeria monocytogenes serotype 1/2c str. 10-5026	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/765/GCA_002213765.1_ASM221376v1	False
Listeria monocytogenes serotype 3c str. 10-5027	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/785/GCA_002213785.1_ASM221378v1	False
Listeria monocytogenes serotype 1/2a str. 10-4754	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/805/GCA_002213805.1_ASM221380v1	False
Listeria monocytogenes serotype 1/2a str. 10-4758	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/825/GCA_002213825.1_ASM221382v1	False
Listeria monocytogenes serotype 1/2a str. 10-0933	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/845/GCA_002213845.1_ASM221384v1	False
Listeria monocytogenes serotype 1/2a str. 10-0934	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/865/GCA_002213865.1_ASM221386v1	False
Listeria monocytogenes serotype 4b str. 02-1103	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/885/GCA_002213885.1_ASM221388v1	False
Listeria monocytogenes serotype 1/2a str. 10-5024	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/905/GCA_002213905.1_ASM221390v1	False
Listeria monocytogenes serotype 4b str. 02-1289	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/925/GCA_002213925.1_ASM221392v1	False
Listeria monocytogenes serotype 4b str. 02-1792	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/945/GCA_002213945.1_ASM221394v1	False
Listeria monocytogenes serotype 4b str. 02-6680	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/965/GCA_002213965.1_ASM221396v1	False
Listeria monocytogenes serotype 4b str. 81-0558	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/985/GCA_002213985.1_ASM221398v1	False
Listeria monocytogenes serotype 4b str. 81-0592	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/005/GCA_002214005.1_ASM221400v1	False
Listeria monocytogenes serotype 1/2a str. 10-0814	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/045/GCA_002214045.1_ASM221404v1	False
Listeria monocytogenes serotype 4b str. 10-0809	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/065/GCA_002214065.1_ASM221406v1	False
Listeria monocytogenes serotype 1/2b str. 10-0810	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/085/GCA_002214085.1_ASM221408v1	False
Listeria monocytogenes serotype 1/2b str. 10-0811	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/105/GCA_002214105.1_ASM221410v1	False
Listeria monocytogenes serotype 1/2a str. 10-0812	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/125/GCA_002214125.1_ASM221412v1	False
Listeria monocytogenes serotype 1/2a str. 10-0813	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/145/GCA_002214145.1_ASM221414v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/325/GCA_002220325.1_ASM222032v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/655/GCA_002285655.1_ASM228565v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/835/GCA_002285835.1_ASM228583v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/557/735/GCA_002557735.1_ASM255773v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/557/815/GCA_002557815.1_ASM255781v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/485/GCA_002831485.1_ASM283148v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/843/525/GCA_002843525.1_ASM284352v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/425/GCA_002848425.1_ASM284842v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/465/GCA_002848465.1_ASM284846v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/485/GCA_002848485.1_ASM284848v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/505/GCA_002848505.1_ASM284850v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/969/195/GCA_002969195.1_ASM296919v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/165/GCA_003030165.1_ASM303016v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/405/GCA_003030405.1_ASM303040v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/895/GCA_003031895.1_ASM303189v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/915/GCA_003031915.1_ASM303191v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/935/GCA_003031935.1_ASM303193v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/955/GCA_003031955.1_ASM303195v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/975/GCA_003031975.1_ASM303197v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/032/055/GCA_003032055.1_ASM303205v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/032/075/GCA_003032075.1_ASM303207v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/043/895/GCA_003043895.1_ASM304389v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/144/075/GCA_003144075.1_ASM314407v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/390/475/GCA_003390475.1_ASM339047v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/409/075/GCA_003409075.1_ASM340907v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/433/415/GCA_003433415.1_ASM343341v1	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/164/035/GCA_900164035.1_pLMST6	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/164/315/GCA_900164315.1_phiLMST6	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/225/GCA_900187225.1_51881_G01	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/231/475/GCA_900231475.1_LMNC088_complete_genome	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/231/485/GCA_900231485.1_JF5861_complete_genome	False
Listeria monocytogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/275/645/GCA_900275645.1_JF5203_1	False
Listeria seeligeri serovar 1/2b str. SLCC3954	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/145/GCA_000027145.1_ASM2714v1	False
Listeria innocua Clip11262	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/795/GCA_000195795.1_ASM19579v1	False
Listeria welshimeri serovar 6b str. SLCC5334	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/060/285/GCA_000060285.1_ASM6028v1	False
Listeria welshimeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/315/GCA_900187315.1_52087_C01	False
Renibacterium salmoninarum ATCC 33209	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/885/GCA_000018885.1_ASM1888v1	True
Renibacterium salmoninarum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/343/265/GCA_003343265.1_ASM334326v1	False
Renibacterium salmoninarum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/343/285/GCA_003343285.1_ASM334328v1	False
Erysipelothrix rhusiopathiae str. Fujisawa	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/085/GCA_000270085.1_ASM27008v1	True
Erysipelothrix rhusiopathiae SY1027	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/205/GCA_000404205.1_ASM40420v1	False
Erysipelothrix rhusiopathiae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/155/GCA_001602155.1_ASM160215v1	False
Erysipelothrix rhusiopathiae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/625/GCA_001723625.1_ASM172362v1	False
Erysipelothrix rhusiopathiae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/675/GCA_003226675.1_ASM322667v1	False
Actinomyces naeslundii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/915/GCA_002355915.1_ASM235591v1	False
Trueperella pyogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/055/GCA_000612055.1_ASM61205v1	True
Trueperella pyogenes TP8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/065/GCA_000816065.1_ASM81606v1	False
Trueperella pyogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/085/GCA_001281085.1_ASM128108v1	False
Trueperella pyogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/055/835/GCA_003055835.1_ASM305583v1	False
Trueperella pyogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/076/295/GCA_003076295.1_ASM307629v1	False
Trueperella pyogenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/076/315/GCA_003076315.1_ASM307631v1	False
Bifidobacterium adolescentis ATCC 15703	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/425/GCA_000010425.1_ASM1042v1	True
Bifidobacterium adolescentis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/885/GCA_000737885.1_ASM73788v1	False
Bifidobacterium adolescentis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/995/GCA_000817995.1_ASM81799v1	False
Bifidobacterium adolescentis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/905/GCA_003030905.1_ASM303090v1	False
Bifidobacterium adolescentis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/429/385/GCA_003429385.1_ASM342938v1	False
Bifidobacterium bifidum S17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/965/GCA_000164965.1_ASM16496v1	False
Bifidobacterium bifidum PRL2010	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/905/GCA_000165905.1_ASM16590v1	False
Bifidobacterium bifidum BGN4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/095/GCA_000265095.1_ASM26509v1	False
Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/025/135/GCA_001025135.1_ASM102513v1	False
Bifidobacterium bifidum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/345/GCA_001281345.1_ASM128134v1	False
Bifidobacterium bifidum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/845/845/GCA_002845845.1_ASM284584v1	False
Bifidobacterium bifidum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/390/735/GCA_003390735.1_ASM339073v1	False
Bifidobacterium bifidum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/573/895/GCA_003573895.1_ASM357389v1	False
Bifidobacterium bifidum LMG 13195	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/573/955/GCA_003573955.1_ASM357395v1	False
Bifidobacterium angulatum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/445/GCA_000966445.2_ASM96644v2	False
Bifidobacterium angulatum DSM 20098 = JCM 7096	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/025/155/GCA_001025155.1_ASM102515v1	True
Bifidobacterium asteroides PRL2011	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/215/GCA_000304215.1_ASM30421v1	True
Bifidobacterium asteroides DSM 20089	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/715/865/GCA_002715865.1_ASM271586v1	False
Bifidobacterium breve ACS-071-V-Sch8b	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/865/GCA_000213865.1_ASM21386v1	False
Bifidobacterium breve UCC2003	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/135/GCA_000220135.1_ASM22013v1	False
Bifidobacterium breve 12L	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/955/GCA_000568955.1_ASM56895v1	False
Bifidobacterium breve JCM 7017	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/975/GCA_000568975.1_ASM56897v1	False
Bifidobacterium breve JCM 7019	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/569/015/GCA_000569015.1_ASM56901v1	False
Bifidobacterium breve NCFB 2258	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/569/035/GCA_000569035.1_ASM56903v1	False
Bifidobacterium breve 689b	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/569/055/GCA_000569055.1_ASM56905v1	False
Bifidobacterium breve S27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/569/075/GCA_000569075.1_ASM56907v1	False
Bifidobacterium breve DSM 20213 = JCM 1192	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/025/175/GCA_001025175.1_ASM102517v1	True
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/425/GCA_001281425.1_ASM128142v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/990/225/GCA_001990225.1_ASM199022v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/225/GCA_002838225.1_ASM283822v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/245/GCA_002838245.1_ASM283824v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/265/GCA_002838265.1_ASM283826v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/285/GCA_002838285.1_ASM283828v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/305/GCA_002838305.1_ASM283830v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/325/GCA_002838325.1_ASM283832v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/345/GCA_002838345.1_ASM283834v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/365/GCA_002838365.1_ASM283836v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/385/GCA_002838385.1_ASM283838v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/405/GCA_002838405.1_ASM283840v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/425/GCA_002838425.1_ASM283842v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/445/GCA_002838445.1_ASM283844v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/465/GCA_002838465.1_ASM283846v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/485/GCA_002838485.1_ASM283848v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/505/GCA_002838505.1_ASM283850v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/525/GCA_002838525.1_ASM283852v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/545/GCA_002838545.1_ASM283854v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/565/GCA_002838565.1_ASM283856v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/585/GCA_002838585.1_ASM283858v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/605/GCA_002838605.1_ASM283860v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/625/GCA_002838625.1_ASM283862v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/645/GCA_002838645.1_ASM283864v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/665/GCA_002838665.1_ASM283866v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/685/GCA_002838685.1_ASM283868v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/705/GCA_002838705.1_ASM283870v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/725/GCA_002838725.1_ASM283872v1	False
Bifidobacterium breve	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/745/GCA_002838745.1_ASM283874v1	False
